month,region,state,product,product_family,channel,dealer_cohort,units_mt,net_revenue_lakh,gross_margin_pct,discount_pct
2024-06-01,South,Karnataka,CropShield,Core fertiliser,Agri clinic,Stable core,1290,19.93,16.5,4.5
2024-06-01,South,Andhra Pradesh,Specialty Zinc,Core fertiliser,Retailer,New growth cohort,1052,18.22,18.5,4.7
2024-06-01,South,Andhra Pradesh,Specialty Zinc,Core fertiliser,Distributor,New growth cohort,994,16.8,18.5,3.8
2024-06-01,South,Andhra Pradesh,Specialty Zinc,Core fertiliser,Co-op,Stable core,1166,19.71,18.1,3.2
2024-06-01,South,Telangana,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,993,16.78,18.5,4.2
2024-06-01,Central,Madhya Pradesh,Urea,Core fertiliser,Retailer,Stable core,590,5.09,16.3,3.5
2024-06-01,Central,Chhattisgarh,Urea,Core fertiliser,Distributor,Stable core,653,5.35,17.3,3.9
2024-06-01,Central,Chhattisgarh,Urea,Core fertiliser,Co-op,Stable core,757,6.21,17.2,3.5
2024-06-01,Central,Chhattisgarh,Urea,Core fertiliser,Agri clinic,Stable core,618,5.07,17,4
2024-06-01,Central,Madhya Pradesh,DAP,Core fertiliser,Retailer,Stable core,690,6.95,17.5,3.7
2024-06-01,Central,Madhya Pradesh,DAP,Core fertiliser,Distributor,Stable core,781,7.54,16.3,4.9
2024-06-01,Central,Chhattisgarh,DAP,Core fertiliser,Co-op,Stable core,783,7.56,18.4,3.6
2024-06-01,Central,Madhya Pradesh,DAP,Core fertiliser,Agri clinic,Stable core,812,7.84,16.7,4.6
2024-06-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Retailer,Stable core,710,8.18,16.6,4.1
2024-06-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Distributor,Stable core,704,7.81,17.1,5
2024-06-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Co-op,Stable core,772,8.57,16.2,4.3
2024-06-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,835,9.27,17.7,4.5
2024-06-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,954,12.37,16.6,4.7
2024-06-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,786,9.86,17.7,4.1
2024-06-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,957,12.01,16.4,4.1
2024-06-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,810,10.17,17.2,4.3
2024-06-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Retailer,Stable core,952,13.73,19.3,4.4
2024-06-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Distributor,Stable core,1127,15.78,17.6,4.2
2024-06-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Co-op,Stable core,1188,16.63,17.6,3.6
2024-06-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Agri clinic,Stable core,1074,15.04,18.6,5.1
2024-06-01,Central,Chhattisgarh,CropShield,Core fertiliser,Retailer,Stable core,1030,16.35,16.6,4.4
2024-06-01,Central,Chhattisgarh,CropShield,Core fertiliser,Distributor,New growth cohort,1196,18.48,18.9,4.9
2024-06-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Co-op,New growth cohort,1126,17.4,18.4,3.3
2024-06-01,Central,Chhattisgarh,CropShield,Core fertiliser,Agri clinic,New growth cohort,1303,20.13,16.7,4.6
2024-06-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Retailer,Stable core,1236,21.41,18.7,3.4
2024-06-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Distributor,Stable core,1100,18.59,18.6,4
2024-06-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,1133,19.15,17.7,4.4
2024-06-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Agri clinic,New growth cohort,1076,18.18,17.4,4
2024-07-01,North,Punjab,Urea,Core fertiliser,Retailer,Stable core,388,3.34,15.9,4.2
2024-07-01,North,Uttar Pradesh,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,405,3.32,17.2,6.5
2024-07-01,North,Haryana,Urea,Core fertiliser,Co-op,Stable core,407,3.34,17.2,3.7
2024-07-01,North,Uttar Pradesh,Urea,Core fertiliser,Agri clinic,Stable core,423,3.47,16.6,4.7
2024-07-01,North,Punjab,DAP,Core fertiliser,Retailer,New growth cohort,422,4.25,16.6,4.9
2024-07-01,North,Haryana,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,487,4.7,16,6.4
2024-07-01,North,Uttar Pradesh,DAP,Core fertiliser,Co-op,Stable core,470,4.54,17,4
2024-07-01,North,Uttar Pradesh,DAP,Core fertiliser,Agri clinic,New growth cohort,471,4.55,18.5,5
2024-07-01,North,Uttar Pradesh,NPK 20-20,Complex fertiliser,Retailer,Stable core,491,5.66,18.6,3.1
2024-07-01,North,Haryana,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,442,4.91,16.6,7
2024-07-01,North,Uttar Pradesh,NPK 20-20,Complex fertiliser,Co-op,Stable core,569,6.32,18.5,5
2024-07-01,North,Uttar Pradesh,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,478,5.31,18.2,4.8
2024-07-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,521,6.76,16.9,4.9
2024-07-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,582,7.3,18.6,7
2024-07-01,North,Punjab,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,538,6.75,18.8,4.6
2024-07-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,515,6.46,17.2,4.2
2024-07-01,North,Haryana,BioGro,Bio-stimulant,Retailer,Stable core,745,10.74,18.1,4.6
2024-07-01,North,Haryana,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,757,10.6,18.3,6.9
2024-07-01,North,Uttar Pradesh,BioGro,Bio-stimulant,Co-op,Stable core,811,11.35,18.1,4.8
2024-07-01,North,Haryana,BioGro,Bio-stimulant,Agri clinic,New growth cohort,700,9.8,18.6,4.5
2024-07-01,North,Punjab,CropShield,Core fertiliser,Retailer,Stable core,799,12.68,18.2,4.4
2024-07-01,North,Punjab,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,754,11.65,18,5.9
2024-07-01,North,Punjab,CropShield,Core fertiliser,Co-op,Stable core,781,12.07,18.9,4.3
2024-07-01,North,Punjab,CropShield,Core fertiliser,Agri clinic,New growth cohort,872,13.47,17.1,4.3
2024-07-01,North,Uttar Pradesh,Specialty Zinc,Core fertiliser,Retailer,New growth cohort,827,14.32,17.9,5.1
2024-07-01,North,Haryana,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,618,10.44,19,5.7
2024-07-01,North,Haryana,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,736,12.44,16.9,4.9
2024-07-01,North,Punjab,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,834,14.09,16.6,3.3
2024-07-01,East,Bihar,Urea,Core fertiliser,Retailer,Stable core,442,3.81,15.3,3.1
2024-07-01,East,Odisha,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,452,3.71,16.2,6.1
2024-07-01,East,West Bengal,Urea,Core fertiliser,Co-op,New growth cohort,443,3.63,15.7,4.7
2024-07-01,East,Bihar,Urea,Core fertiliser,Agri clinic,Stable core,419,3.44,14.5,3.8
2024-07-01,East,West Bengal,DAP,Core fertiliser,Retailer,New growth cohort,597,6.01,14.5,4.9
2024-07-01,East,Odisha,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,564,5.44,13.8,6.3
2024-07-01,East,Odisha,DAP,Core fertiliser,Co-op,Stable core,504,4.86,14.1,4.2
2024-07-01,East,Bihar,DAP,Core fertiliser,Agri clinic,Stable core,502,4.84,14,4.5
2024-07-01,East,Bihar,NPK 20-20,Complex fertiliser,Retailer,Stable core,622,7.17,16.4,3.5
2024-07-01,East,West Bengal,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,487,5.41,16.1,7.3
2024-07-01,East,Bihar,NPK 20-20,Complex fertiliser,Co-op,New growth cohort,537,5.96,14.4,3.5
2024-07-01,East,Bihar,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,537,5.96,15.5,4.3
2024-07-01,East,West Bengal,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,573,7.43,14.6,4.9
2024-07-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,581,7.29,14.8,5.9
2024-07-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,638,8.01,16.7,4.1
2024-07-01,East,Bihar,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,649,8.14,15.5,4.4
2024-07-01,East,West Bengal,BioGro,Bio-stimulant,Retailer,Stable core,723,10.43,16.2,4.5
2024-07-01,East,West Bengal,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,830,11.62,14.7,6.1
2024-07-01,East,West Bengal,BioGro,Bio-stimulant,Co-op,Stable core,847,11.86,16.7,4.8
2024-07-01,East,Odisha,BioGro,Bio-stimulant,Agri clinic,Stable core,834,11.68,15.1,5
2024-07-01,East,Bihar,CropShield,Core fertiliser,Retailer,Stable core,761,12.08,16.7,5
2024-07-01,East,Odisha,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,809,12.5,15.3,6.9
2024-07-01,East,Odisha,CropShield,Core fertiliser,Co-op,Stable core,958,14.8,14.9,4.3
2024-07-01,East,Bihar,CropShield,Core fertiliser,Agri clinic,Stable core,910,14.06,17.3,3.8
2024-07-01,East,Odisha,Specialty Zinc,Core fertiliser,Retailer,Stable core,900,15.59,15.9,4
2024-07-01,East,Odisha,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,800,13.52,15.9,6.2
2024-07-01,East,West Bengal,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,889,15.02,14.8,5
2024-07-01,East,Bihar,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,899,15.19,16.4,3.8
2024-07-01,West,Maharashtra,Urea,Core fertiliser,Retailer,New growth cohort,609,5.25,15.9,4.2
2024-07-01,West,Gujarat,Urea,Core fertiliser,Distributor,Stable core,675,5.54,18.3,3.3
2024-07-01,West,Gujarat,Urea,Core fertiliser,Co-op,Stable core,704,5.77,18.5,4.8
2024-07-01,West,Maharashtra,Urea,Core fertiliser,Agri clinic,Stable core,738,6.05,15.9,3.6
2024-07-01,West,Rajasthan,DAP,Core fertiliser,Retailer,Stable core,756,7.61,16.8,4.6
2024-07-01,West,Maharashtra,DAP,Core fertiliser,Distributor,New growth cohort,745,7.19,18.5,4.5
2024-07-01,West,Maharashtra,DAP,Core fertiliser,Co-op,New growth cohort,860,8.3,18.7,4
2024-07-01,West,Maharashtra,DAP,Core fertiliser,Agri clinic,Stable core,848,8.18,18.1,4.9
2024-07-01,West,Rajasthan,NPK 20-20,Complex fertiliser,Retailer,Stable core,741,8.54,18.6,4.2
2024-07-01,West,Gujarat,NPK 20-20,Complex fertiliser,Distributor,Stable core,926,10.28,17.9,4.6
2024-07-01,West,Rajasthan,NPK 20-20,Complex fertiliser,Co-op,New growth cohort,753,8.36,17.6,4.7
2024-07-01,West,Rajasthan,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,946,10.5,17,3.6
2024-07-01,West,Maharashtra,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,904,11.72,17,4.2
2024-07-01,West,Rajasthan,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,959,12.04,16.7,4.1
2024-07-01,West,Rajasthan,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,774,9.71,17,4.8
2024-07-01,West,Gujarat,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,919,11.53,15.9,3.8
2024-07-01,West,Gujarat,BioGro,Bio-stimulant,Retailer,New growth cohort,1033,14.9,18.8,4.2
2024-07-01,West,Maharashtra,BioGro,Bio-stimulant,Distributor,Stable core,1183,16.56,16.7,4.2
2024-07-01,West,Gujarat,BioGro,Bio-stimulant,Co-op,New growth cohort,1260,17.64,16.5,4
2024-07-01,West,Maharashtra,BioGro,Bio-stimulant,Agri clinic,Stable core,1002,14.03,16.8,3.2
2024-07-01,West,Rajasthan,CropShield,Core fertiliser,Retailer,Stable core,1059,16.81,19.2,4.8
2024-07-01,West,Rajasthan,CropShield,Core fertiliser,Distributor,Stable core,1354,20.92,17.3,4.6
2024-07-01,West,Maharashtra,CropShield,Core fertiliser,Co-op,Stable core,1234,19.07,17.9,4.5
2024-07-01,West,Rajasthan,CropShield,Core fertiliser,Agri clinic,New growth cohort,1394,21.54,19.2,4.8
2024-07-01,West,Rajasthan,Specialty Zinc,Core fertiliser,Retailer,Stable core,1212,20.99,17.5,4.4
2024-07-01,West,Gujarat,Specialty Zinc,Core fertiliser,Distributor,Stable core,1038,17.54,16.8,4.7
2024-07-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,1242,20.99,18.5,3.6
2024-07-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,1159,19.59,16.6,4.1
2024-07-01,South,Karnataka,Urea,Core fertiliser,Retailer,Stable core,697,6.01,18.3,3.6
2024-07-01,South,Andhra Pradesh,Urea,Core fertiliser,Distributor,New growth cohort,708,5.81,17.6,4.4
2024-07-01,South,Karnataka,Urea,Core fertiliser,Co-op,New growth cohort,698,5.72,16.6,4.4
2024-07-01,South,Telangana,Urea,Core fertiliser,Agri clinic,New growth cohort,640,5.25,18.4,4.1
2024-07-01,South,Telangana,DAP,Core fertiliser,Retailer,Stable core,891,8.97,18.1,4.2
2024-07-01,South,Telangana,DAP,Core fertiliser,Distributor,Stable core,872,8.41,16.8,3.4
2024-07-01,South,Karnataka,DAP,Core fertiliser,Co-op,New growth cohort,846,8.16,16.9,3.5
2024-07-01,South,Telangana,DAP,Core fertiliser,Agri clinic,Stable core,762,7.35,15.9,3.9
2024-07-01,South,Telangana,NPK 20-20,Complex fertiliser,Retailer,Stable core,887,10.22,17.6,3.9
2024-07-01,South,Karnataka,NPK 20-20,Complex fertiliser,Distributor,New growth cohort,943,10.47,16.7,3.7
2024-07-01,South,Andhra Pradesh,NPK 20-20,Complex fertiliser,Co-op,Stable core,918,10.19,16.2,4.6
2024-07-01,South,Telangana,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,939,10.42,17.8,4.7
2024-07-01,South,Telangana,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,922,11.96,18.3,4.1
2024-07-01,South,Andhra Pradesh,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,884,11.09,17.3,4.6
2024-07-01,South,Telangana,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,923,11.58,16.5,5.1
2024-07-01,South,Karnataka,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,827,10.38,16.1,4.2
2024-07-01,South,Karnataka,BioGro,Bio-stimulant,Retailer,Stable core,1111,16.02,17.4,4.2
2024-07-01,South,Karnataka,BioGro,Bio-stimulant,Distributor,New growth cohort,1053,14.74,19.3,3.1
2024-07-01,South,Karnataka,BioGro,Bio-stimulant,Co-op,New growth cohort,982,13.75,18.8,3.5
2024-07-01,South,Karnataka,BioGro,Bio-stimulant,Agri clinic,Stable core,989,13.85,17.4,3.4
2024-07-01,South,Karnataka,CropShield,Core fertiliser,Retailer,Stable core,1054,16.73,19.3,4.8
2024-07-01,South,Karnataka,CropShield,Core fertiliser,Distributor,Stable core,1323,20.44,17.1,4.4
2024-07-01,South,Telangana,CropShield,Core fertiliser,Co-op,Stable core,1232,19.03,19.2,3.7
2024-07-01,South,Andhra Pradesh,CropShield,Core fertiliser,Agri clinic,Stable core,1243,19.2,16.7,4.9
2024-07-01,South,Telangana,Specialty Zinc,Core fertiliser,Retailer,Stable core,1294,22.41,19,3.8
2024-07-01,South,Andhra Pradesh,Specialty Zinc,Core fertiliser,Distributor,New growth cohort,1173,19.82,18.9,3.1
2024-07-01,South,Telangana,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,1281,21.65,18.7,3.6
2024-07-01,South,Telangana,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,1012,17.1,16.5,4.4
2024-07-01,Central,Madhya Pradesh,Urea,Core fertiliser,Retailer,Stable core,709,6.11,18.4,4.9
2024-07-01,Central,Madhya Pradesh,Urea,Core fertiliser,Distributor,New growth cohort,723,5.93,17.9,4.8
2024-07-01,Central,Madhya Pradesh,Urea,Core fertiliser,Co-op,Stable core,591,4.85,18.4,4.2
2024-07-01,Central,Chhattisgarh,Urea,Core fertiliser,Agri clinic,Stable core,615,5.04,17.6,4.2
2024-07-01,Central,Madhya Pradesh,DAP,Core fertiliser,Retailer,New growth cohort,850,8.56,15.9,3.6
2024-07-01,Central,Madhya Pradesh,DAP,Core fertiliser,Distributor,New growth cohort,667,6.44,17.2,4.9
2024-07-01,Central,Madhya Pradesh,DAP,Core fertiliser,Co-op,Stable core,742,7.16,18,4.5
2024-07-01,Central,Chhattisgarh,DAP,Core fertiliser,Agri clinic,Stable core,708,6.83,18.8,4.3
2024-07-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Retailer,Stable core,909,10.47,17.3,5.1
2024-07-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Distributor,Stable core,892,9.9,18.8,3.5
2024-07-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Co-op,New growth cohort,893,9.91,17.1,4.7
2024-07-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,763,8.47,16.7,3.4
2024-07-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,820,10.64,18.4,4.6
2024-07-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,926,11.62,17.8,3.9
2024-07-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,937,11.76,18.8,4
2024-07-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,976,12.25,18.7,3.9
2024-07-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Retailer,Stable core,1153,16.63,17,4.7
2024-07-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Distributor,New growth cohort,946,13.24,18.3,3.4
2024-07-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Co-op,Stable core,956,13.38,16.4,3.4
2024-07-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Agri clinic,Stable core,1182,16.55,18.9,3.2
2024-07-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Retailer,Stable core,1130,17.93,19.4,3.9
2024-07-01,Central,Chhattisgarh,CropShield,Core fertiliser,Distributor,Stable core,1102,17.03,18.6,3.6
2024-07-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Co-op,Stable core,1156,17.86,16.7,4
2024-07-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Agri clinic,Stable core,1138,17.58,17.9,3.8
2024-07-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Retailer,Stable core,998,17.29,17,3.5
2024-07-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Distributor,Stable core,1172,19.81,16.2,3.3
2024-07-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Co-op,Stable core,1253,21.18,17.4,3.6
2024-07-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,1233,20.84,16.7,4.7
2024-08-01,North,Uttar Pradesh,Urea,Core fertiliser,Retailer,Stable core,359,3.09,16.5,4.7
2024-08-01,North,Punjab,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,337,2.76,18.1,5.5
2024-08-01,North,Punjab,Urea,Core fertiliser,Co-op,New growth cohort,404,3.31,16.1,4.3
2024-08-01,North,Haryana,Urea,Core fertiliser,Agri clinic,New growth cohort,370,3.03,16.6,4.1
2024-08-01,North,Punjab,DAP,Core fertiliser,Retailer,Stable core,452,4.55,18.5,5
2024-08-01,North,Uttar Pradesh,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,360,3.47,18.3,7.4
2024-08-01,North,Uttar Pradesh,DAP,Core fertiliser,Co-op,Stable core,374,3.61,16.5,4.1
2024-08-01,North,Punjab,DAP,Core fertiliser,Agri clinic,New growth cohort,382,3.69,17.9,5
2024-08-01,North,Haryana,NPK 20-20,Complex fertiliser,Retailer,New growth cohort,438,5.05,16.4,3.7
2024-08-01,North,Punjab,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,483,5.36,17.6,5.8
2024-08-01,North,Uttar Pradesh,NPK 20-20,Complex fertiliser,Co-op,Stable core,425,4.72,16,4.2
2024-08-01,North,Punjab,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,462,5.13,18.9,4.8
2024-08-01,North,Punjab,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,440,5.71,16.7,4.7
2024-08-01,North,Uttar Pradesh,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,414,5.2,16.7,6.6
2024-08-01,North,Punjab,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,488,6.12,17.6,4.6
2024-08-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,521,6.54,16.2,5
2024-08-01,North,Punjab,BioGro,Bio-stimulant,Retailer,Stable core,694,10.01,16.6,4.9
2024-08-01,North,Haryana,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,599,8.39,18.5,5.4
2024-08-01,North,Punjab,BioGro,Bio-stimulant,Co-op,New growth cohort,603,8.44,16.8,4.8
2024-08-01,North,Punjab,BioGro,Bio-stimulant,Agri clinic,Stable core,631,8.83,18.6,4.6
2024-08-01,North,Haryana,CropShield,Core fertiliser,Retailer,New growth cohort,618,9.81,18.9,4.1
2024-08-01,North,Haryana,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,572,8.84,17.7,6.2
2024-08-01,North,Uttar Pradesh,CropShield,Core fertiliser,Co-op,Stable core,711,10.98,19.3,3.4
2024-08-01,North,Haryana,CropShield,Core fertiliser,Agri clinic,New growth cohort,581,8.98,18.1,4.8
2024-08-01,North,Punjab,Specialty Zinc,Core fertiliser,Retailer,Stable core,550,9.53,16.3,3.1
2024-08-01,North,Haryana,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,564,9.53,16.9,6
2024-08-01,North,Haryana,Specialty Zinc,Core fertiliser,Co-op,Stable core,561,9.48,17.1,4.2
2024-08-01,North,Haryana,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,665,11.24,18.4,5
2024-08-01,East,Bihar,Urea,Core fertiliser,Retailer,Stable core,366,3.15,15.8,4.8
2024-08-01,East,Bihar,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,430,3.53,16,6.5
2024-08-01,East,West Bengal,Urea,Core fertiliser,Co-op,Stable core,378,3.1,14,4.2
2024-08-01,East,West Bengal,Urea,Core fertiliser,Agri clinic,Stable core,354,2.9,15.3,4.3
2024-08-01,East,West Bengal,DAP,Core fertiliser,Retailer,New growth cohort,453,4.56,14.4,4.5
2024-08-01,East,Bihar,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,428,4.13,16.4,6.1
2024-08-01,East,Odisha,DAP,Core fertiliser,Co-op,Stable core,504,4.86,14.1,4.4
2024-08-01,East,Bihar,DAP,Core fertiliser,Agri clinic,Stable core,421,4.06,16.2,3.6
2024-08-01,East,Odisha,NPK 20-20,Complex fertiliser,Retailer,Stable core,425,4.9,15.8,4.7
2024-08-01,East,Odisha,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,513,5.69,16.2,6.9
2024-08-01,East,Odisha,NPK 20-20,Complex fertiliser,Co-op,Stable core,533,5.92,14,4.8
2024-08-01,East,Bihar,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,501,5.56,14.5,5
2024-08-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,564,7.32,15.6,3.2
2024-08-01,East,Bihar,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,444,5.57,14.6,6
2024-08-01,East,Bihar,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,502,6.3,16.2,4.3
2024-08-01,East,Bihar,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,533,6.69,16.6,3.2
2024-08-01,East,Bihar,BioGro,Bio-stimulant,Retailer,Stable core,641,9.24,17.2,4
2024-08-01,East,Odisha,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,590,8.26,16.5,7
2024-08-01,East,Odisha,BioGro,Bio-stimulant,Co-op,New growth cohort,619,8.67,14.9,4.8
2024-08-01,East,Bihar,BioGro,Bio-stimulant,Agri clinic,Stable core,615,8.61,15.6,4.4
2024-08-01,East,Bihar,CropShield,Core fertiliser,Retailer,Stable core,769,12.2,15.7,3.5
2024-08-01,East,West Bengal,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,774,11.96,15.7,5.5
